"id","classification","pseudo","#unique peptides","M1601","F38","ILRI181","Ckid","PG50","s_990145","s_95010","AAlength","start","stop","Frame","Begin","End","Length","length.AA"
"210","MCCP01v2_0210",1,"yes",NA,100,100,100,32.73,64.18,64.18,65.67,69,69134,69203,1,233200,233406,207,69
"211","MCCP01v2_0211",1,"yes",NA,92.65,100,92.65,35,54.05,54.05,52.7,70,69203,69273,2,233411,233620,210,70
"212","MCCP01v2_0212",1,"yes",NA,91.25,98.86,89.77,33.77,55.95,55.95,57.14,89,69273,69362,3,233565,233831,267,89
"213","MCCP01v2_0213",1,"yes",NA,99.51,99.51,98.52,28.57,66.83,66.83,66.34,408,69362,69770,1,233953,235176,1224,408
"214","MCCP01v2_0214",1,"yes",NA,98.52,99.25,99.25,35.14,79.1,79.1,80,135,69770,69905,1,235225,235629,405,135
"215","MCCP01v2_0215",1,"no",NA,52.94,52.94,52.94,29.03,31.03,31.03,52.94,51,69905,69956,-3,235657,235809,153,51
"216","MCCP01v2_0216",1,"yes",NA,99.55,99.55,99.11,28.81,63.24,63.24,63.01,449,69956,70405,2,235922,237268,1347,449
"217","MCCP01v2_0217",1,"yes",NA,100,99.66,99.32,21.61,80.07,80.07,80.13,297,70405,70702,1,237301,238191,891,297
"218","MCCP01v2_0218",2,"yes",NA,97.25,100,97.25,95.41,95.41,95.41,95.41,123,70702,70825,2,238193,238561,369,123
"219","MCCP01v2_0219",3,"yes",NA,99.15,100,100,98.53,93.63,93.63,95.61,205,70825,71030,1,238666,239280,615,205
"220","MCCP01v2_0220",2,"yes",NA,100,100,100,92.52,91.59,91.59,94.39,215,71030,71245,1,239386,240030,645,215
"221","MCCP01v2_0221",2,"yes",NA,99.77,99.77,99.77,94.87,96.74,96.74,95.35,430,71245,71675,1,240394,241683,1290,430
"222","MCCP01v2_0222",2,"no",NA,100,100,99.72,96.82,98.31,98.31,90.84,535,71675,72210,2,241685,243289,1605,535
"223","MCCP01v2_0223",4,"yes",4,100,100,100,100,100,100,94.29,106,72210,72316,2,243311,243628,318,106
"224","MCCP01v2_0224",3,"yes",NA,100,100,100,97.96,97.96,97.96,90,50,72316,72366,3,243882,244031,150,50
"225","MCCP01v2_0225",3,"no",41,100,100,99.83,97.49,96.48,96.48,95.92,598,72366,72964,-2,244061,245854,1794,598
"226","MCCP01v2_0226",3,"no",16,100,100,100,98.24,96.48,96.04,96.49,228,72964,73192,-3,245854,246537,684,228
"227","MCCP01v2_0227",2,"no",17,99.56,100,99.78,94.68,95.12,95.12,93.58,452,73192,73644,-2,246554,247909,1356,452
"228","MCCP01v2_0228",3,"no",1,100,100,100,98.61,99.07,99.28,96.99,432,73644,74076,-1,248025,249320,1296,432
"229","MCCP01v2_0229",3,"no",NA,100,100,100,98.06,98.06,98.06,95.17,207,74076,74283,2,249563,250183,621,207
"230","MCCP01v2_0230",3,"no",NA,99.56,100,99.55,98.67,97.78,97.78,97.79,226,74283,74509,1,250183,250860,678,226
"231","MCCP01v2_0231",1,"no",NA,40.91,40.91,40.91,40.91,40.91,40.91,44,58,74509,74567,-1,250740,250913,174,58
"232","MCCP01v2_0232",1,"no",NA,100,100,99.2,43.48,95.61,95.61,89.68,127,74567,74694,1,251128,251508,381,127
"233","MCCP01v2_0233",3,"yes",NA,100,40.68,32,99.07,29.41,29.41,75.47,109,74694,74803,-1,251883,252209,327,109
"234","MCCP01v2_0234",2,"yes",NA,95.17,100,99.4,95.89,28.57,28.57,60.51,327,74803,75130,-2,252134,253114,981,327
"235","MCCP01v2_0235",4,"no",7,100,100,95.49,100,31.54,28.65,71.22,209,75130,75339,-3,253516,254142,627,209
"236","MCCP01v2_0236",3,"no",6,100,100,100,97.52,36.17,36.17,47.15,122,75339,75461,-3,254356,254721,366,122
"237","MCCP01v2_0237",3,"yes",NA,100,98.44,98.44,98.44,25,25,34.48,65,75461,75526,-3,254905,255099,195,65
"238","MCCP01v2_0238",1,"yes",NA,95.21,99.33,98.94,80.14,59.09,59.09,53.79,152,75526,75678,-2,255131,255586,456,152
"239","MCCP01v2_0239",1,"yes",NA,40.63,100,95.35,74.42,40.63,40.63,50,44,75678,75722,-1,255606,255737,132,44
"240","MCCP01v2_0240",2,"yes",NA,90.35,100,99,95.52,32.73,32.73,47.06,135,75722,75857,-3,255943,256347,405,135
"241","MCCP01v2_0241",1,"yes",NA,100,99.88,99.74,82.46,23.72,20.44,49.38,853,75857,76710,-2,257369,259927,2559,853
"242","MCCP01v2_0242",2,"no",NA,100,100,100,93.15,33.33,33.33,50.37,170,76710,76880,-2,259958,260467,510,170
"243","MCCP01v2_0243",2,"yes",NA,99.83,99.83,99.32,96.52,28.64,27.58,73.57,593,76880,77473,-1,260511,262289,1779,593
"244","MCCP01v2_0244",2,"yes",NA,100,100,100,95.65,29.21,29.21,52.92,312,77473,77785,-2,262385,263320,936,312
"245","MCCP01v2_0245",2,"no",NA,100,100,100,96.25,35.29,35.29,29.31,81,77785,77866,-2,263396,263638,243,81
"246","MCCP01v2_0246",2,"yes",NA,99.78,100,99.34,95.54,23.77,22.95,45.27,457,77866,78323,-3,263623,264993,1371,457
"247","MCCP01v2_0247",3,"no",NA,100,100,98.48,98.48,34.21,34.21,53.97,67,78323,78390,-1,265428,265628,201,67
"248","MCCP01v2_0248",2,"no",NA,99.57,99.78,99.78,94.83,42.42,42.42,42.58,461,78390,78851,-3,265738,267120,1383,461
"249","MCCP01v2_0249",3,"no",NA,98.87,99.76,99.76,97.16,23.61,23.61,46.41,425,78851,79276,-2,267254,268528,1275,425
"250","MCCP01v2_0250",1,"no",NA,100,99.35,99.35,28.57,95.74,94.81,83.23,155,79276,79431,1,268642,269106,465,155
"251","MCCP01v2_0251",2,"no",11,99.81,100,99.61,92.25,92.73,92.73,87.94,1038,79431,80469,-1,269403,272516,3114,1038
"252","MCCP01v2_0252",4,"no",4,99.7,100,99.39,99.39,98.18,98.18,97.28,331,80469,80800,-2,272501,273493,993,331
"253","MCCP01v2_0253",4,"no",11,99.72,100,100,100,99.43,99.43,99.72,352,80800,81152,-3,273493,274548,1056,352
"254","MCCP01v2_0254",4,"no",7,100,100,99.15,100,97.48,97.48,100,120,81152,81272,-3,274912,275271,360,120
"255","MCCP01v2_0255",4,"no",NA,100,100,100,100,98.41,98.41,100,64,81272,81336,-3,275290,275481,192,64
"256","MCCP01v2_0256",4,"no",7,100,100,100,99.45,98.9,98.9,98.35,182,81336,81518,-2,275507,276052,546,182
"257","MCCP01v2_0257",3,"no",9,100,100,100,98,97,97,98.01,201,81518,81719,-3,276241,276843,603,201
"258","MCCP01v2_0258",3,"no",7,100,100,100,97.3,96.76,96.76,98.39,186,81719,81905,2,276917,277474,558,186
"259","MCCP01v2_0259",3,"no",18,100,100,99.66,98.99,97.98,97.64,98.99,298,81905,82203,1,277477,278370,894,298
"260","MCCP01v2_0260",2,"no",15,100,100,100,96.88,94.56,94.56,96.93,424,82203,82627,2,278360,279631,1272,424
"261","MCCP01v2_0261",1,"no",3,100,100,100,23.81,95.31,95.31,95.89,342,82627,82969,3,279624,280649,1026,342
"262","MCCP01v2_0262",1,"no",3,99.61,100,99.6,32.18,90.64,90.64,92.16,255,82969,83224,1,280642,281406,765,255
"263","MCCP01v2_0263",3,"no",21,100,100,100,99.01,99.67,99.67,99.02,610,83224,83834,-1,281439,283268,1830,610
"264","MCCP01v2_0264",1,"yes",NA,100,100,100,60.94,45.1,45.1,50,64,83834,83898,2,283547,283738,192,64
"265","MCCP01v2_0265",1,"yes",NA,99.28,99.27,97.81,58.96,51.52,46.85,61.15,139,83898,84037,2,283916,284332,417,139
"266","MCCP01v2_0266",1,"yes",NA,100,100,100,57.81,31.17,31.17,51.47,78,84037,84115,2,284405,284638,234,78
"267","MCCP01v2_0267",1,"yes",NA,100,100,100,73.55,50,44.03,58.82,159,84115,84274,3,284742,285218,477,159
"268","MCCP01v2_0268",4,"no",25,100,100,99.33,99.33,95.79,95.79,97.12,452,84274,84726,1,285400,286755,1356,452
"269","MCCP01v2_0269",3,"no",NA,100,100,100,98.17,86.08,86.08,87.96,274,84726,85000,3,286821,287642,822,274
"270","MCCP01v2_0270",3,"no",6,100,100,100,98.6,94.41,94.41,95.83,144,85000,85144,1,287644,288075,432,144
"271","MCCP01v2_0271",3,"no",13,100,100,100,98.95,96.84,96.84,95.29,191,85144,85335,3,288081,288653,573,191
"272","MCCP01v2_0272",3,"no",5,100,100,100,98.07,89.88,89.88,89.49,260,85335,85595,-2,288701,289480,780,260
"273","MCCP01v2_0273",3,"no",36,100,99.8,99.6,99.01,98.02,98.02,97.63,506,85595,86101,-3,289516,291033,1518,506
"274","MCCP01v2_0274",3,"no",19,99.48,99.74,99.48,98.19,93.8,93.8,94.85,388,86101,86489,-2,291050,292213,1164,388
"275","MCCP01v2_0275",3,"no",14,100,100,99.69,99.08,97.85,97.85,97.55,327,86489,86816,1,292552,293532,981,327
"276","MCCP01v2_0276",3,"yes",20,100,100,100,98.91,97.55,97.49,98.37,371,86816,87187,3,293601,294713,1113,371
"277","MCCP01v2_0277",4,"yes",5,100,100,100,100,99.09,99.09,99.1,118,87187,87305,1,294685,295038,354,118
"278","MCCP01v2_0278",3,"no",30,99.84,100,100,98.59,96.87,96.87,98.44,640,87305,87945,3,295308,297227,1920,640
"279","MCCP01v2_0279",3,"no",43,99.56,99.78,99.56,99.12,97.8,97.8,98.03,456,87945,88401,2,297857,299224,1368,456
"280","MCCP01v2_0280",3,"no",16,100,100,100,99.1,97.01,96.67,97.6,335,88401,88736,1,299236,300240,1005,335
"281","MCCP01v2_0281",3,"no",43,100,100,100,98.65,99.46,99.46,94.88,371,88736,89107,2,300275,301387,1113,371
"282","MCCP01v2_0282",4,"no",22,100,100,100,99.39,98.78,98.78,98.48,330,89107,89437,1,301387,302376,990,330
"283","MCCP01v2_0283",3,"no",24,100,100,100,98.63,91.65,91.87,92.15,439,89437,89876,2,302405,303721,1317,439
"284","MCCP01v2_0284",2,"no",39,94.6,99.83,94.75,94.44,94.63,94.3,89.21,597,89876,90473,3,303741,305531,1791,597
"285","MCCP01v2_0285",4,"no",21,99.69,100,99.69,99.38,95.03,95.03,95.67,323,90473,90796,3,305553,306521,969,323
"286","MCCP01v2_0286",4,"no",28,100,100,100,99.24,92.62,92.62,92.64,394,90796,91190,1,306535,307716,1182,394
"287","MCCP01v2_0287",2,"yes",NA,99.74,100,99.48,94.71,93.59,93.59,62.56,382,91190,91572,2,307784,308929,1146,382
"288","MCCP01v2_0288",2,"yes",NA,100,100,100,95.47,93.21,93.21,73.68,265,91572,91837,1,308950,309744,795,265
"289","MCCP01v2_0289",4,"no",NA,100,100,100,100,97.86,97.86,97.87,141,91837,91978,1,309754,310176,423,141
"290","MCCP01v2_0290",3,"no",33,99.83,99.83,99.83,98.43,96.51,96.51,92.16,574,91978,92552,3,310269,311990,1722,574
"291","MCCP01v2_0291",3,"no",11,99.35,100,100,98.7,98.05,97.28,90.97,155,92552,92707,1,312073,312537,465,155
"292","MCCP01v2_0292",3,"no",9,100,100,100,97.12,89.42,89.42,75.12,209,92707,92916,2,313031,313657,627,209
"293","MCCP01v2_0293",4,"no",NA,100,100,100,99.22,96.9,96.9,79.07,130,92916,93046,3,313665,314054,390,130
"294","MCCP01v2_0294",3,"no",18,100,100,100,99.04,98.56,98.56,98.09,209,93046,93255,-2,314111,314737,627,209
"295","MCCP01v2_0295",3,"no",3,100,100,100,98.15,93.29,93.29,73.99,596,93255,93851,2,314993,316780,1788,596
"296","MCCP01v2_0296",3,"no",14,100,100,100,97.97,97.97,97.97,93.69,396,93851,94247,1,316789,317976,1188,396
"297","MCCP01v2_0297",3,"no",7,100,100,100,98.78,96.13,95.12,75.95,657,94247,94904,2,318107,320077,1971,657
"298","MCCP01v2_0298",3,"no",NA,100,99.47,99.47,97.37,79.47,78.95,53.44,191,94904,95095,1,320314,320886,573,191
"299","MCCP01v2_0299",2,"no",NA,99.16,100,99.58,90.73,87.39,87.39,66.81,239,95095,95334,2,321872,322588,717,239
"300","MCCP01v2_0300",1,"yes",NA,99.1,99.24,99.24,71.21,82.46,82.46,57.02,134,95334,95468,2,322622,323023,402,134
"301","MCCP01v2_0301",1,"yes",NA,100,100,100,66.06,61.99,61.54,63.39,229,95468,95697,3,323481,324167,687,229
"302","MCCP01v2_0302",3,"yes",NA,99.51,100,100,97.97,86.29,85.79,60.51,204,95697,95901,1,324289,324900,612,204
"303","MCCP01v2_0303",4,"yes",NA,99.79,100,100,99.58,95.78,95.78,91.77,475,95901,96376,1,325135,326559,1425,475
"304","MCCP01v2_0304",3,"yes",NA,100,99.42,98.83,98.8,87.35,87.35,72.12,174,96376,96550,2,326678,327199,522,174
"305","MCCP01v2_0305",3,"no",13,100,99.9,99.9,98.97,95.8,95.69,90.21,972,96550,97522,-1,327225,330140,2916,972
"306","MCCP01v2_0306",3,"no",3,100,100,100,96.94,96.94,96.94,96.45,197,97522,97719,-2,330149,330739,591,197
"307","MCCP01v2_0307",3,"yes",NA,100,100,100,97.53,95.06,95.06,91.46,82,97719,97801,-3,330733,330978,246,82
"308","MCCP01v2_0308",3,"no",NA,100,100,99.48,98.44,89.06,89.06,89.12,193,97801,97994,-1,331296,331874,579,193
"309","MCCP01v2_0309",3,"no",6,100,100,100,98.25,89.52,89.52,85.65,230,97994,98224,-2,331877,332566,690,230
"310","MCCP01v2_0310",3,"no",6,100,100,100,98.27,91.34,91.34,79.31,232,98224,98456,2,332648,333343,696,232
"311","MCCP01v2_0311",4,"no",6,100,100,100,99.58,97.08,96.67,84.65,241,98456,98697,-2,333344,334066,723,241
"312","MCCP01v2_0312",3,"no",12,99.37,100,99.36,98.09,98.73,98.73,91.14,158,98697,98855,-3,334126,334599,474,158
"313","MCCP01v2_0313",3,"no",2,99.66,100,99.49,98.97,96.4,96.4,91.45,585,98855,99440,-2,334691,336445,1755,585
"314","MCCP01v2_0314",3,"no",NA,100,100,100,98.32,90.22,90.22,65.18,359,99440,99799,-3,336454,337530,1077,359
"315","MCCP01v2_0315",1,"yes",NA,99.68,100,100,22.07,93.8,93.8,83.87,372,99799,100171,-2,337601,338716,1116,372
"316","MCCP01v2_0316",1,"yes",NA,100,100,100,27.27,93.39,93.39,87.1,130,100171,100301,-1,338808,339197,390,130
"317","MCCP01v2_0317",4,"no",30,100,100,99.83,99.83,97.95,97.95,96.8,584,100301,100885,-2,339326,341077,1752,584
"318","MCCP01v2_0318",3,"yes",NA,100,100,100,97.92,97.92,97.92,94.85,101,100885,100986,-1,341196,341498,303,101
"319","MCCP01v2_0319",2,"yes",NA,100,100,100,95.83,93.06,92.36,88.19,146,100986,101132,-3,341479,341916,438,146
"320","MCCP01v2_0320",4,"no",12,99.25,100,99.62,99.25,99.25,99.25,89.47,266,101132,101398,-1,341928,342725,798,266
"321","MCCP01v2_0321",3,"no",7,100,99.89,100,98.62,98.51,98.51,91.63,873,101398,102271,-1,342849,345467,2619,873
"322","MCCP01v2_0322",1,"no",NA,58.33,58.33,58.33,58.33,58.33,58.33,35.71,21,102271,102292,3,345546,345608,63,21
"323","MCCP01v2_0323",3,"no",8,100,100,100,97.6,98.08,98.08,95.22,209,102292,102501,-2,345551,346177,627,209
"324","MCCP01v2_0324",4,"no",6,100,100,100,100,98.67,98.67,94.25,226,102501,102727,-1,346167,346844,678,226
"325","MCCP01v2_0325",3,"no",1,99.67,100,99.5,99,99.33,99.33,93.02,301,102727,103028,-3,346846,347748,903,301
"326","MCCP01v2_0326",3,"no",NA,100,100,100,99.19,97.84,97.3,88.17,372,103028,103400,-3,347758,348873,1116,372
"327","MCCP01v2_0327",3,"no",10,100,100,100,97.6,97.22,97.22,90.12,253,103400,103653,-1,348873,349631,759,253
"328","MCCP01v2_0328",2,"yes",NA,29.49,29.49,29.49,96.08,86.02,86.02,65.86,258,103653,103911,-2,349703,350476,774,258
"329","MCCP01v2_0329",1,"no",NA,100,100,100,35.06,80,80,35.48,151,103911,104062,2,351644,352096,453,151
"330","MCCP01v2_0330",1,"no",NA,100,100,100,33.33,33.33,88.89,45,46,104062,104108,2,352145,352282,138,46
"331","MCCP01v2_0331",1,"no",NA,100,100,100,34.85,89.15,89.15,37.21,216,104108,104324,1,352300,352947,648,216
"332","MCCP01v2_0332",1,"no",NA,100,100,100,82.68,95.28,93.04,32.08,128,104324,104452,2,352973,353356,384,128
"333","MCCP01v2_0333",1,"no",NA,100,99.5,99.5,71.5,31.35,91.54,30.49,202,104452,104654,2,353435,354040,606,202
"334","MCCP01v2_0334",1,"no",NA,100,100,100,50,47.37,47.37,73.33,48,104654,104702,2,354080,354223,144,48
"335","MCCP01v2_0335",1,"no",NA,100,100,100,51.28,83.33,81.11,50,97,104702,104799,3,354693,354983,291,97
"336","MCCP01v2_0336",1,"no",NA,100,100,100,77.96,94.69,89.39,25.64,246,104799,105045,2,355049,355786,738,246
"337","MCCP01v2_0337",1,"no",NA,100,100,98.57,73.53,94.29,91.43,43.75,71,105045,105116,1,355786,355998,213,71
"338","MCCP01v2_0338",1,"no",NA,100,100,100,87.22,98.33,91.67,39.26,181,105116,105297,1,356422,356964,543,181
"339","MCCP01v2_0339",1,"no",NA,100,100,100,61.07,73.33,63.19,31.91,165,105297,105462,1,356980,357474,495,165
"340","MCCP01v2_0340",3,"yes",NA,100,100,100,98.18,66.67,81.82,68.89,64,105462,105526,1,357529,357720,192,64
"341","MCCP01v2_0341",1,"yes",NA,100,100,100,87.64,46.94,94.44,30.38,94,105526,105620,3,357810,358091,282,94
"342","MCCP01v2_0342",1,"no",NA,100,100,100,67.35,58.47,65.13,63.64,187,105620,105807,1,359131,359691,561,187
"343","MCCP01v2_0343",1,"yes",NA,100,100,100,37.78,71.43,67.86,65.85,62,105807,105869,3,359817,360002,186,62
"344","MCCP01v2_0344",1,"yes",NA,100,100,100,66.91,60.14,60,63.28,207,105869,106076,2,360278,360898,621,207
"345","MCCP01v2_0345",2,"no",NA,100,100,100,93.1,25.49,25.49,92.16,204,106076,106280,3,361068,361679,612,204
"346","MCCP01v2_0346",3,"no",NA,100,99.26,100,97.81,36.59,91.18,36.5,138,106280,106418,2,361730,362143,414,138
"347","MCCP01v2_0347",1,"no",NA,100,100,100,84.96,32.73,32.73,86.73,119,106418,106537,3,362226,362582,357,119
"348","MCCP01v2_0348",1,"no",NA,99.45,100,99.45,86.81,52.58,84.07,90.16,183,106537,106720,2,362711,363259,549,183
"349","MCCP01v2_0349",2,"yes",NA,100,100,98.85,94.25,80.23,77.65,79.31,88,106720,106808,1,363313,363576,264,88
"350","MCCP01v2_0350",1,"no",NA,100,100,99.62,83.9,26.11,88.39,24.81,268,106808,107076,1,364183,364986,804,268
"351","MCCP01v2_0351",2,"no",NA,100,100,100,93.69,33.33,94.14,32.48,223,107076,107299,1,364987,365655,669,223
"352","MCCP01v2_0352",1,"no",NA,99.36,100,99.35,66.67,42.04,52.27,63.5,157,107299,107456,2,366146,366616,471,157
"353","MCCP01v2_0353",1,"no",NA,100,100,100,43.33,34.29,96,42.11,126,107456,107582,3,366828,367205,378,126
"354","MCCP01v2_0354",1,"no",NA,100,100,100,25.47,30.77,30.77,93.33,182,107582,107764,3,367284,367829,546,182
"355","MCCP01v2_0355",1,"no",NA,100,100,100,20.63,31.52,87.8,90.76,206,107764,107970,3,367896,368513,618,206
"356","MCCP01v2_0356",1,"no",NA,100,100,100,52.94,34,91.89,89.77,88,107970,108058,1,368530,368793,264,88
"357","MCCP01v2_0357",1,"no",1,100,100,100,37.78,43.9,91.4,92.51,187,108058,108245,3,368856,369416,561,187
"358","MCCP01v2_0358",1,"no",NA,100,100,100,51.46,93.08,93.32,93.81,420,108245,108665,1,369595,370854,1260,420
"359","MCCP01v2_0359",2,"yes",NA,98.94,100,99,92.02,40.85,80.6,59.26,190,108665,108855,3,371079,371648,570,190
"360","MCCP01v2_0360",3,"yes",NA,100,100,100,98.11,67.29,93.75,23.63,849,108855,109704,2,372341,374887,2547,849
"361","MCCP01v2_0361",1,"yes",NA,99.51,100,99.5,70.95,76.56,80.98,25.82,408,109704,110112,3,374862,376085,1224,408
"362","MCCP01v2_0362",3,"no",NA,97.06,100,98.51,97.37,96.27,96.27,71.54,136,110112,110248,-2,376598,377005,408,136
"363","MCCP01v2_0363",1,"no",NA,100,100,100,37.14,33.33,100,40.63,55,110248,110303,-1,377277,377441,165,55
"364","MCCP01v2_0364",1,"no",NA,100,100,100,29.09,48,100,54.74,151,110303,110454,-3,377488,377940,453,151
"365","MCCP01v2_0365",2,"yes",NA,100,100,99.35,92.21,89.74,88.46,35.92,157,110454,110611,-2,378215,378685,471,157
"366","MCCP01v2_0366",1,"yes",NA,99.8,99.8,99.8,77.96,80,80.61,27.33,495,110611,111106,-3,378724,380208,1485,495
"367","MCCP01v2_0367",1,"yes",NA,94.87,100,94.23,71.79,80.67,76.82,55.56,162,111106,111268,-2,380159,380644,486,162
"368","MCCP01v2_0368",1,"no",NA,100,98.81,98.81,38.89,28.57,79.31,82.35,85,111268,111353,-1,380850,381104,255,85
"369","MCCP01v2_0369",1,"no",NA,98.52,99.25,98.5,34.78,32.26,32.26,84.44,135,111353,111488,-3,381088,381492,405,135
"370","MCCP01v2_0370",1,"no",NA,100,100,100,42.35,59.68,51.88,67.28,162,111488,111650,-3,381496,381981,486,162
"371","MCCP01v2_0371",1,"yes",NA,100,91.03,100,38.55,39.08,65.22,43.07,132,111650,111782,-3,381997,382392,396,132
"372","MCCP01v2_0372",1,"yes",NA,100,100,99.65,52.45,61.77,59.65,46.55,290,111782,112072,-2,382493,383362,870,290
"373","MCCP01v2_0373",1,"yes",NA,99.65,100,99.65,58.66,59.06,61.76,46.54,284,112072,112356,-1,383313,384164,852,284
"374","MCCP01v2_0374",2,"no",NA,100,100,100,95.93,87.36,87.36,72.25,181,112356,112537,-3,384334,384876,543,181
"375","MCCP01v2_0375",3,"no",3,100,100,100,98.55,93.48,93.48,89.21,139,112537,112676,1,384988,385404,417,139
"376","MCCP01v2_0376",3,"no",8,100,100,100,97.86,94.12,94.12,84.04,188,112676,112864,3,385407,385970,564,188
"377","MCCP01v2_0377",1,"no",NA,100,100,100,82.16,51.29,51.29,42.68,242,112864,113106,-3,386026,386751,726,242
"378","MCCP01v2_0378",1,"no",NA,100,100,98.57,81.43,93.33,92.38,35.5,211,113106,113317,-3,386752,387384,633,211
"379","MCCP01v2_0379",1,"no",NA,99.78,100,100,79.82,60.45,60,34.84,446,113317,113763,-3,387619,388956,1338,446
"380","MCCP01v2_0380",3,"yes",NA,99.74,99.91,99.74,98.24,94.2,94.2,82.97,1139,113763,114902,-1,389157,392573,3417,1139
"381","MCCP01v2_0381",2,"yes",NA,100,99.52,99.05,95.02,91.54,91.04,76.62,212,114902,115114,-2,393038,393673,636,212
"382","MCCP01v2_0382",2,"yes",NA,100,100,100,89.74,87.18,87.18,83.78,97,115114,115211,-3,393853,394143,291,97
"383","MCCP01v2_0383",3,"yes",NA,98.18,100,99.07,97.09,95.41,95.41,94.5,110,115211,115321,-2,394106,394435,330,110
"384","MCCP01v2_0384",2,"no",NA,99.89,99.9,99.69,93.45,92.23,92.34,72.44,957,115321,116278,3,394659,397529,2871,957
"385","MCCP01v2_0385",2,"no",NA,100,100,100,96.3,96.3,37.04,72.22,56,116278,116334,1,397519,397686,168,56
"386","MCCP01v2_0386",1,"yes",NA,100,94.12,94.12,85.29,91.18,88.24,57.14,37,116334,116371,2,397844,397954,111,37
"387","MCCP01v2_0387",1,"yes",NA,98.91,100,100,78.49,59.14,59.14,35.87,92,116371,116463,3,398103,398378,276,92
"388","MCCP01v2_0388",1,"yes",NA,100,50,100,82.98,87.23,87.23,36.54,59,116463,116522,1,398515,398691,177,59
"389","MCCP01v2_0389",3,"no",6,99.57,100,100,98.7,94.78,94.78,72.73,231,116522,116753,1,399727,400419,693,231
"390","MCCP01v2_0390",4,"no",22,100,100,100,99.37,95.57,95.57,96.84,475,116753,117228,2,400400,401824,1425,475
"391","MCCP01v2_0391",4,"no",6,100,100,100,99.51,95.15,95.15,81.64,207,117228,117435,2,401837,402457,621,207
"392","MCCP01v2_0392",3,"no",NA,100,100,100,99,89.3,89.3,74.92,300,117435,117735,3,402459,403358,900,300
"393","MCCP01v2_0393",4,"no",9,100,100,100,99.33,98.5,98.5,97.34,601,117735,118336,1,403372,405174,1803,601
"394","MCCP01v2_0394",3,"no",NA,100,100,100,98.88,91.76,91.76,50,268,118336,118604,2,405209,406012,804,268
"395","MCCP01v2_0395",3,"no",31,100,100,100,98.96,96.87,96.87,90.1,576,118604,119180,-3,406033,407760,1728,576
"396","MCCP01v2_0396",3,"no",24,100,100,99.76,99.03,98.07,98.07,83.86,415,119180,119595,-1,407769,409013,1245,415
"397","MCCP01v2_0397",3,"no",5,100,100,99.14,99.15,95.73,95.73,92.37,118,119595,119713,3,409200,409553,354,118
"398","MCCP01v2_0398",3,"no",NA,100,99.49,99.49,96.97,90.91,90.91,82.32,199,119713,119912,3,409752,410348,597,199
"399","MCCP01v2_0399",3,"no",1,100,100,100,98.91,96.74,96.74,87.57,185,119912,120097,3,410466,411020,555,185
"400","MCCP01v2_0400",1,"no",NA,99.71,100,98.44,86.43,93.14,93.14,70.98,684,120097,120781,-2,411035,413086,2052,684
"401","MCCP01v2_0401",3,"no",7,99.51,100,99.51,97.22,86.58,86.42,62.14,613,120781,121394,-3,413098,414936,1839,613
"402","MCCP01v2_0402",3,"no",3,100,100,100,98.86,97.73,97.73,93.26,89,121394,121483,2,415148,415414,267,89
"403","MCCP01v2_0403",3,"no",NA,99.54,100,99.53,98.15,90.09,90.09,78.5,217,121483,121700,2,415637,416287,651,217
"404","MCCP01v2_0404",4,"no",44,100,100,100,99.84,98.71,98.71,95.81,621,121700,122321,-1,416301,418163,1863,621
"405","MCCP01v2_0405",4,"no",1,100,100,100,100,100,100,92,100,122321,122421,-3,418183,418482,300,100
"406","MCCP01v2_0406",3,"no",7,100,100,100,98.92,98.88,98.88,96.67,94,122421,122515,-2,418469,418750,282,94
"407","MCCP01v2_0407",3,"no",31,99.82,100,99.82,97.67,91.58,91.58,76.33,559,122515,123074,-1,418731,420407,1677,559
"408","MCCP01v2_0408",3,"no",12,100,100,100,98.78,97.56,97.56,87.88,165,123074,123239,-2,420416,420910,495,165
"409","MCCP01v2_0409",3,"no",7,99.54,100,99.53,97.58,93.98,93.98,87.1,217,123239,123456,-1,421023,421673,651,217
"410","MCCP01v2_0410",4,"no",2,99.93,100,99.93,99.26,97.03,97.03,89.48,1480,123456,124936,-1,421686,426125,4440,1480
"411","MCCP01v2_0411",3,"no",3,100,100,100,98.83,96.2,96.2,86.01,343,124936,125279,-2,426134,427162,1029,343
"412","MCCP01v2_0413",3,"no",35,100,99.72,100,98.88,98.32,98.6,91.09,359,125319,125678,-3,427360,428436,1077,359
"413","MCCP01v2_0414",4,"no",13,100,100,100,99.4,96.43,96.43,95.25,337,125678,126015,1,428593,429603,1011,337
"414","MCCP01v2_0415",4,"no",5,100,100,100,99.32,95.67,95.67,68.97,297,126015,126312,-1,429633,430523,891,297
"415","MCCP01v2_0416",3,"yes",NA,99.55,100,99.09,97.63,56.6,65.09,55.92,220,126312,126532,1,431125,431784,660,220
"416","MCCP01v2_0417",1,"yes",NA,99.6,100,99.59,73.97,61.62,63.83,44.17,248,126532,126780,1,431857,432600,744,248
"417","MCCP01v2_0418",1,"yes",NA,100,58.98,59.38,86.58,64.01,63.46,47.67,455,126780,127235,3,432750,434114,1365,455
"418","MCCP01v2_0419",3,"yes",NA,99.63,99.62,99.62,98.12,44.61,42.13,37.45,267,127235,127502,2,433979,434779,801,267
"419","MCCP01v2_0420",3,"no",NA,100,100,100,96.97,51.7,51.32,41.1,159,127502,127661,1,434779,435255,477,159
